group,subgroup,month,services
M14 Nurse Practitioner,2 Telehealth attendance,Dec-19,125
M14 Nurse Practitioner,2 Telehealth attendance,Jan-20,44
M14 Nurse Practitioner,2 Telehealth attendance,Feb-20,53
M14 Nurse Practitioner,2 Telehealth attendance,Mar-20,60
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Feb-12,1
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Jun-12,5
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Jul-12,2
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Aug-12,2
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Sep-12,4
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Oct-12,8
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Nov-12,6
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Dec-12,3
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Jan-13,11
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Feb-13,5
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Mar-13,7
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Apr-13,9
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,May-13,7
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Jun-13,3
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Jul-13,2
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Aug-13,23
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Sep-13,6
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Oct-13,24
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Nov-13,8
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Dec-13,40
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Feb-14,7
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Mar-14,182
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Apr-14,106
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,May-14,64
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Jun-14,21
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Jul-14,12
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Aug-14,28
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Sep-14,17
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Oct-14,39
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Nov-14,8
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Dec-14,1
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Jan-15,1
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Mar-15,5
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Apr-15,4
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,May-15,-9
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Jun-15,2
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Jul-15,8
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Aug-15,2
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Sep-15,-71
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Oct-15,5
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Nov-15,4
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Dec-15,-84
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Jan-16,9
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Feb-16,6
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Mar-16,5
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Apr-16,-5
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,May-16,15
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Jul-16,6
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Aug-16,9
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Sep-16,1
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Oct-16,8
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Nov-16,7
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Dec-16,7
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Jan-17,4
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Feb-17,13
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Mar-17,10
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Apr-17,8
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,May-17,7
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Jun-17,7
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Jul-17,17
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Aug-17,6
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Sep-17,7
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Oct-17,10
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Nov-17,17
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Dec-17,12
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Jan-18,5
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Feb-18,13
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Mar-18,29
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Apr-18,15
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,May-18,26
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Jun-18,32
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Jul-18,57
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Aug-18,47
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Sep-18,38
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Oct-18,43
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Nov-18,46
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Dec-18,21
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Jan-19,24
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Feb-19,19
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Mar-19,45
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Apr-19,26
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,May-19,37
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Jun-19,44
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Jul-19,43
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Aug-19,52
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Sep-19,20
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Oct-19,21
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Nov-19,54
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Dec-19,38
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Jan-20,45
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Feb-20,68
M14 Nurse Practitioner,3 Telehealth attendance at a Residential Aged Care Facility,Mar-20,72
M15 Diagnostic Audiology Services,1 No subgroup,Nov-12,193
M15 Diagnostic Audiology Services,1 No subgroup,Dec-12,292
M15 Diagnostic Audiology Services,1 No subgroup,Jan-13,520
M15 Diagnostic Audiology Services,1 No subgroup,Feb-13,606
M15 Diagnostic Audiology Services,1 No subgroup,Mar-13,719
M15 Diagnostic Audiology Services,1 No subgroup,Apr-13,715
M15 Diagnostic Audiology Services,1 No subgroup,May-13,848
M15 Diagnostic Audiology Services,1 No subgroup,Jun-13,726
M15 Diagnostic Audiology Services,1 No subgroup,Jul-13,777
M15 Diagnostic Audiology Services,1 No subgroup,Aug-13,843
M15 Diagnostic Audiology Services,1 No subgroup,Sep-13,"1,105"
M15 Diagnostic Audiology Services,1 No subgroup,Oct-13,905
M15 Diagnostic Audiology Services,1 No subgroup,Nov-13,901
M15 Diagnostic Audiology Services,1 No subgroup,Dec-13,787
M15 Diagnostic Audiology Services,1 No subgroup,Jan-14,772
M15 Diagnostic Audiology Services,1 No subgroup,Feb-14,878
M15 Diagnostic Audiology Services,1 No subgroup,Mar-14,"1,009"
M15 Diagnostic Audiology Services,1 No subgroup,Apr-14,898
M15 Diagnostic Audiology Services,1 No subgroup,May-14,987
M15 Diagnostic Audiology Services,1 No subgroup,Jun-14,"1,030"
M15 Diagnostic Audiology Services,1 No subgroup,Jul-14,"1,197"
M15 Diagnostic Audiology Services,1 No subgroup,Aug-14,"1,152"
M15 Diagnostic Audiology Services,1 No subgroup,Sep-14,"1,332"
M15 Diagnostic Audiology Services,1 No subgroup,Oct-14,"1,456"
M15 Diagnostic Audiology Services,1 No subgroup,Nov-14,"1,321"
M15 Diagnostic Audiology Services,1 No subgroup,Dec-14,"1,394"
M15 Diagnostic Audiology Services,1 No subgroup,Jan-15,"1,169"
M15 Diagnostic Audiology Services,1 No subgroup,Feb-15,"1,188"
M15 Diagnostic Audiology Services,1 No subgroup,Mar-15,"1,382"
M15 Diagnostic Audiology Services,1 No subgroup,Apr-15,"1,147"
M15 Diagnostic Audiology Services,1 No subgroup,May-15,"1,294"
M15 Diagnostic Audiology Services,1 No subgroup,Jun-15,"1,360"
M15 Diagnostic Audiology Services,1 No subgroup,Jul-15,"1,482"
M15 Diagnostic Audiology Services,1 No subgroup,Aug-15,"1,544"
M15 Diagnostic Audiology Services,1 No subgroup,Sep-15,"1,507"
M15 Diagnostic Audiology Services,1 No subgroup,Oct-15,"1,680"
M15 Diagnostic Audiology Services,1 No subgroup,Nov-15,"1,649"
M15 Diagnostic Audiology Services,1 No subgroup,Dec-15,"1,519"
M15 Diagnostic Audiology Services,1 No subgroup,Jan-16,"1,306"
M15 Diagnostic Audiology Services,1 No subgroup,Feb-16,"1,671"
M15 Diagnostic Audiology Services,1 No subgroup,Mar-16,"1,630"
M15 Diagnostic Audiology Services,1 No subgroup,Apr-16,"1,670"
M15 Diagnostic Audiology Services,1 No subgroup,May-16,"1,553"
M15 Diagnostic Audiology Services,1 No subgroup,Jun-16,"1,604"
M15 Diagnostic Audiology Services,1 No subgroup,Jul-16,"1,792"
M15 Diagnostic Audiology Services,1 No subgroup,Aug-16,"1,896"
M15 Diagnostic Audiology Services,1 No subgroup,Sep-16,"1,818"
M15 Diagnostic Audiology Services,1 No subgroup,Oct-16,"1,684"
M15 Diagnostic Audiology Services,1 No subgroup,Nov-16,"2,164"
M15 Diagnostic Audiology Services,1 No subgroup,Dec-16,"1,516"
M15 Diagnostic Audiology Services,1 No subgroup,Jan-17,"1,572"
M15 Diagnostic Audiology Services,1 No subgroup,Feb-17,"2,067"
M15 Diagnostic Audiology Services,1 No subgroup,Mar-17,"2,173"
M15 Diagnostic Audiology Services,1 No subgroup,Apr-17,"1,701"
M15 Diagnostic Audiology Services,1 No subgroup,May-17,"2,095"
M15 Diagnostic Audiology Services,1 No subgroup,Jun-17,"2,178"
M15 Diagnostic Audiology Services,1 No subgroup,Jul-17,"1,971"
M15 Diagnostic Audiology Services,1 No subgroup,Aug-17,"2,270"
M15 Diagnostic Audiology Services,1 No subgroup,Sep-17,"2,163"
M15 Diagnostic Audiology Services,1 No subgroup,Oct-17,"2,541"
M15 Diagnostic Audiology Services,1 No subgroup,Nov-17,"2,516"
M15 Diagnostic Audiology Services,1 No subgroup,Dec-17,"1,860"
M15 Diagnostic Audiology Services,1 No subgroup,Jan-18,"1,985"
M15 Diagnostic Audiology Services,1 No subgroup,Feb-18,"2,160"
M15 Diagnostic Audiology Services,1 No subgroup,Mar-18,"2,413"
M15 Diagnostic Audiology Services,1 No subgroup,Apr-18,"2,152"
M15 Diagnostic Audiology Services,1 No subgroup,May-18,"2,606"
M15 Diagnostic Audiology Services,1 No subgroup,Jun-18,"2,351"
M15 Diagnostic Audiology Services,1 No subgroup,Jul-18,"2,313"
M15 Diagnostic Audiology Services,1 No subgroup,Aug-18,"2,433"
M15 Diagnostic Audiology Services,1 No subgroup,Sep-18,"2,272"
M15 Diagnostic Audiology Services,1 No subgroup,Oct-18,"2,737"
M15 Diagnostic Audiology Services,1 No subgroup,Nov-18,"2,839"
M15 Diagnostic Audiology Services,1 No subgroup,Dec-18,"1,908"
M15 Diagnostic Audiology Services,1 No subgroup,Jan-19,"2,137"
M15 Diagnostic Audiology Services,1 No subgroup,Feb-19,"2,129"
M15 Diagnostic Audiology Services,1 No subgroup,Mar-19,"2,085"
M15 Diagnostic Audiology Services,1 No subgroup,Apr-19,"1,972"
M15 Diagnostic Audiology Services,1 No subgroup,May-19,"2,397"
M15 Diagnostic Audiology Services,1 No subgroup,Jun-19,"2,008"
M15 Diagnostic Audiology Services,1 No subgroup,Jul-19,"2,285"
M15 Diagnostic Audiology Services,1 No subgroup,Aug-19,"2,609"
M15 Diagnostic Audiology Services,1 No subgroup,Sep-19,"2,393"
M15 Diagnostic Audiology Services,1 No subgroup,Oct-19,"2,753"
M15 Diagnostic Audiology Services,1 No subgroup,Nov-19,"2,697"
M15 Diagnostic Audiology Services,1 No subgroup,Dec-19,"2,177"
M15 Diagnostic Audiology Services,1 No subgroup,Jan-20,"2,309"
M15 Diagnostic Audiology Services,1 No subgroup,Feb-20,"2,349"
M15 Diagnostic Audiology Services,1 No subgroup,Mar-20,"2,161"
M16 Eating Disorders Services,1 Eating disorders dietitian services,Nov-19,297
M16 Eating Disorders Services,1 Eating disorders dietitian services,Dec-19,798
M16 Eating Disorders Services,1 Eating disorders dietitian services,Jan-20,"1,027"
M16 Eating Disorders Services,1 Eating disorders dietitian services,Feb-20,"1,526"
M16 Eating Disorders Services,1 Eating disorders dietitian services,Mar-20,"1,634"
M16 Eating Disorders Services,2 Eating disorder psychological serv. provided by clin. psyc,Nov-19,620
M16 Eating Disorders Services,2 Eating disorder psychological serv. provided by clin. psyc,Dec-19,"1,381"
M16 Eating Disorders Services,2 Eating disorder psychological serv. provided by clin. psyc,Jan-20,"1,844"
M16 Eating Disorders Services,2 Eating disorder psychological serv. provided by clin. psyc,Feb-20,"2,656"
M16 Eating Disorders Services,2 Eating disorder psychological serv. provided by clin. psyc,Mar-20,"2,591"
M16 Eating Disorders Services,3 Eating disorder psychological serv. provided by psyc's,Nov-19,263
M16 Eating Disorders Services,3 Eating disorder psychological serv. provided by psyc's,Dec-19,618
M16 Eating Disorders Services,3 Eating disorder psychological serv. provided by psyc's,Jan-20,847
M16 Eating Disorders Services,3 Eating disorder psychological serv. provided by psyc's,Feb-20,"1,266"
M16 Eating Disorders Services,3 Eating disorder psychological serv. provided by psyc's,Mar-20,"1,270"
M16 Eating Disorders Services,4 Eating disorder psychological serv. provided by occ/ther's,Nov-19,1
M16 Eating Disorders Services,4 Eating disorder psychological serv. provided by occ/ther's,Dec-19,5
M16 Eating Disorders Services,4 Eating disorder psychological serv. provided by occ/ther's,Jan-20,2
M16 Eating Disorders Services,4 Eating disorder psychological serv. provided by occ/ther's,Feb-20,6
M16 Eating Disorders Services,4 Eating disorder psychological serv. provided by occ/ther's,Mar-20,8
M16 Eating Disorders Services,5 Eating disorder psychological serv. provided by social workers,Nov-19,24
M16 Eating Disorders Services,5 Eating disorder psychological serv. provided by social workers,Dec-19,79
M16 Eating Disorders Services,5 Eating disorder psychological serv. provided by social workers,Jan-20,103
M16 Eating Disorders Services,5 Eating disorder psychological serv. provided by social workers,Feb-20,135
M16 Eating Disorders Services,5 Eating disorder psychological serv. provided by social workers,Mar-20,173
M17 Bushfire Recovery Access Initiative - Psychological Services/Allied Health,1 No subgroup,Jan-20,357
M17 Bushfire Recovery Access Initiative - Psychological Services/Allied Health,1 No subgroup,Feb-20,"1,583"
M17 Bushfire Recovery Access Initiative - Psychological Services/Allied Health,1 No subgroup,Mar-20,"1,984"
M18 Covid-19 allied health attendances to which no other item applies,1 Covid-19 psychological therapies,Mar-20,"8,184"
M18 Covid-19 allied health attendances to which no other item applies,2 Covid-19 psychologist focussed psychological strategies,Mar-20,"5,435"
M18 Covid-19 allied health attendances to which no other item applies,3 Covid-19 occupational therapist focussed psychological strategies,Mar-20,83
M18 Covid-19 allied health attendances to which no other item applies,4 Covid-19 social worker focussed psychological strategies,Mar-20,662
M18 Covid-19 allied health attendances to which no other item applies,5 Covid-19 nurse practitioner attendance to which no other item applies,Mar-20,545
M18 Covid-19 allied health attendances to which no other item applies,6 COVID-19 psychological therapies phone services,Mar-20,"5,288"
M18 Covid-19 allied health attendances to which no other item applies,7 COVID-19 psychologist FPS phone service,Mar-20,"5,471"
M18 Covid-19 allied health attendances to which no other item applies,8 COVID-19 occupational therapist FPS phone service,Mar-20,127
M18 Covid-19 allied health attendances to which no other item applies,9 COVID-19 social worker FPS phone services,Mar-20,760
M18 Covid-19 allied health attendances to which no other item applies,10 COVID-19 nurse practitioner phone services,Mar-20,"2,479"
M18 Covid-19 allied health attendances to which no other item applies,11 Telehealth services,Mar-20,180
M18 Covid-19 allied health attendances to which no other item applies,12 Phone services,Mar-20,476
M18 Covid-19 allied health attendances to which no other item applies,14 Phone services,Mar-20,2
M18 Covid-19 allied health attendances to which no other item applies,17 Telehealth services,Mar-20,1
M18 Covid-19 allied health attendances to which no other item applies,18 Phone services,Mar-20,40
M18 Covid-19 allied health attendances to which no other item applies,19 Telehealth services,Mar-20,10
M18 Covid-19 allied health attendances to which no other item applies,20 Telehealth services,Mar-20,39
M18 Covid-19 allied health attendances to which no other item applies,21 Phone services,Mar-20,14
M18 Covid-19 allied health attendances to which no other item applies,22 Phone services,Mar-20,7
M19 Covid-19 Midwifery telehealth and phone services,1 COVID-19 midwifery telehealth services,Mar-20,204
M19 Covid-19 Midwifery telehealth and phone services,2 COVID-19 midwifery phone services,Mar-20,416
